,DistanceIsolated,DistanceTotal,SameHand,SameKey,SameFinger,Reach,Hurde,Frequency,Keyboard
s7,0.0,,False,False,False,True,True,,CRULP
s@,0.0,0.0,True,False,True,True,True,3.0,CRULP
sE,0.0,,True,False,False,True,True,,CRULP
sD,0.0,0.0,True,False,False,True,False,18.0,CRULP
sM,0.0,,False,False,False,True,False,,CRULP
s`,0.0,,True,False,False,True,True,,CRULP
s.,0.0,0.0,False,False,False,True,False,12.0,CRULP
sI,0.0,,False,False,False,True,True,,CRULP
sf,0.0,0.0,True,False,False,True,False,265.0,CRULP
sN,0.0,,False,False,False,True,False,,CRULP
sK,0.0,0.0,False,False,False,True,False,109.0,CRULP
s0,0.0,,False,False,False,True,True,,CRULP
sr,0.0,0.0,True,False,False,True,True,1083.0,CRULP
"s,",0.0,0.0,False,False,False,True,False,46.0,CRULP
sb,0.0,0.0,True,False,False,True,False,571.0,CRULP
s;,0.0,0.0,False,False,False,True,False,1.0,CRULP
sh,0.0,0.0,False,False,False,True,False,54.0,CRULP
sY,0.0,,False,False,False,True,True,,CRULP
6d,0.0,,False,False,False,True,True,,CRULP
6),0.0,,True,False,False,True,False,,CRULP
65,0.0,,False,False,False,True,False,,CRULP
6{,0.0,,True,False,False,True,True,,CRULP
64,0.0,,False,False,False,True,False,,CRULP
6s,0.0,,False,False,False,True,True,,CRULP
66,0.0,,True,True,True,True,False,,CRULP
61,0.0,,False,False,False,True,False,,CRULP
6X,0.0,,False,False,False,True,False,,CRULP
6(,0.0,,True,False,False,True,False,,CRULP
6e,0.0,,False,False,False,True,True,,CRULP
6<,0.0,,True,False,False,True,False,,CRULP
6w,0.0,,False,False,False,True,True,,CRULP
6x,0.0,,False,False,False,True,False,,CRULP
6+,0.0,,True,False,False,True,False,,CRULP
6H,0.0,,True,False,True,True,True,,CRULP
6#,0.0,,False,False,False,True,False,,CRULP
6m,0.0,,True,False,True,True,False,,CRULP
6?,0.0,,True,False,False,True,False,,CRULP
6=,0.0,,True,False,False,True,False,,CRULP
6R,0.0,,False,False,False,True,True,,CRULP
6O,0.0,,True,False,False,True,True,,CRULP
6:,0.0,,True,False,False,True,True,,CRULP
6\,0.0,,True,False,False,True,True,,CRULP
6F,0.0,,False,False,False,True,True,,CRULP
6_,0.0,,True,False,False,True,False,,CRULP
6Q,0.0,,False,False,False,True,True,,CRULP
6B,0.0,,False,False,False,True,False,,CRULP
6a,0.0,,False,False,False,True,True,,CRULP
6[,0.0,,True,False,False,True,True,,CRULP
6-,0.0,,True,False,False,True,False,,CRULP
6c,0.0,,False,False,False,True,False,,CRULP
6o,0.0,,True,False,False,True,True,,CRULP
6&,0.0,,True,False,True,True,False,,CRULP
6!,0.0,,False,False,False,True,False,,CRULP
6^,0.0,,True,True,True,True,False,,CRULP
6',0.0,,True,False,False,True,True,,CRULP
68,0.0,,True,False,False,True,False,,CRULP
6g,0.0,,False,False,False,True,True,,CRULP
6i,0.0,,True,False,False,True,True,,CRULP
6t,0.0,,False,False,False,True,True,,CRULP
6j,0.0,,True,False,True,True,True,,CRULP
6S,0.0,,False,False,False,True,True,,CRULP
6},0.0,,True,False,False,True,True,,CRULP
6p,0.0,,True,False,False,True,True,,CRULP
6G,0.0,,False,False,False,True,True,,CRULP
6C,0.0,,False,False,False,True,False,,CRULP
6*,0.0,,True,False,False,True,False,,CRULP
6],0.0,,True,False,False,True,True,,CRULP
6u,0.0,,True,False,True,True,True,,CRULP
6A,0.0,,False,False,False,True,True,,CRULP
6k,0.0,,True,False,False,True,True,,CRULP
63,0.0,,False,False,False,True,False,,CRULP
6q,0.0,,False,False,False,True,True,,CRULP
6|,0.0,,True,False,False,True,True,,CRULP
6z,0.0,,False,False,False,True,False,,CRULP
6~,0.0,,False,False,False,True,False,,CRULP
6l,0.0,,True,False,False,True,True,,CRULP
6/,0.0,,True,False,False,True,False,,CRULP
6P,0.0,,True,False,False,True,True,,CRULP
6$,0.0,,False,False,False,True,False,,CRULP
6J,0.0,,True,False,True,True,True,,CRULP
6U,0.0,,True,False,True,True,True,,CRULP
6y,0.0,,True,False,True,True,True,,CRULP
6v,0.0,,False,False,False,True,False,,CRULP
69,0.0,,True,False,False,True,False,,CRULP
6Z,0.0,,False,False,False,True,False,,CRULP
62,0.0,,False,False,False,True,False,,CRULP
6L,0.0,,True,False,False,True,True,,CRULP
6W,0.0,,False,False,False,True,True,,CRULP
6%,0.0,,False,False,False,True,False,,CRULP
6>,0.0,,True,False,False,True,False,,CRULP
"6""",0.0,,True,False,False,True,True,,CRULP
6T,0.0,,False,False,False,True,True,,CRULP
6n,0.0,,True,False,True,True,False,,CRULP
6V,0.0,,False,False,False,True,False,,CRULP
67,0.0,,True,False,True,True,False,,CRULP
6@,0.0,,False,False,False,True,False,,CRULP
6E,0.0,,False,False,False,True,True,,CRULP
6D,0.0,,False,False,False,True,True,,CRULP
6M,0.0,,True,False,True,True,False,,CRULP
6`,0.0,,False,False,False,True,False,,CRULP
6.,0.0,,True,False,False,True,False,,CRULP
6I,0.0,,True,False,False,True,True,,CRULP
6f,0.0,,False,False,False,True,True,,CRULP
6N,0.0,,True,False,True,True,False,,CRULP
6K,0.0,,True,False,False,True,True,,CRULP
60,0.0,,True,False,False,True,False,,CRULP
6r,0.0,,False,False,False,True,True,,CRULP
"6,",0.0,,True,False,False,True,False,,CRULP
6b,0.0,,False,False,False,True,False,,CRULP
6;,0.0,,True,False,False,True,True,,CRULP
6h,0.0,,True,False,True,True,True,,CRULP
6Y,0.0,,True,False,True,True,True,,CRULP
1d,0.0,,True,False,False,True,True,,CRULP
1),0.0,,False,False,False,True,False,,CRULP
15,0.0,,True,False,False,True,False,,CRULP
1{,0.0,,False,False,False,True,True,,CRULP
14,0.0,,True,False,False,True,False,,CRULP
1s,0.0,,True,False,False,True,True,,CRULP
16,0.0,,False,False,False,True,False,,CRULP
11,0.0,,True,True,True,True,False,,CRULP
1X,0.0,,True,False,False,True,False,,CRULP
1(,0.0,,False,False,False,True,False,,CRULP
1e,0.0,,True,False,False,True,True,,CRULP
1<,0.0,,False,False,False,True,False,,CRULP
1w,0.0,,True,False,False,True,True,,CRULP
1x,0.0,,True,False,False,True,False,,CRULP
1+,0.0,,False,False,False,True,False,,CRULP
1H,0.0,,False,False,False,True,True,,CRULP
1#,0.0,,True,False,False,True,False,,CRULP
1m,0.0,,False,False,False,True,False,,CRULP
1?,0.0,,False,False,False,True,False,,CRULP
1=,0.0,,False,False,False,True,False,,CRULP
1R,0.0,,True,False,False,True,True,,CRULP
1O,0.0,,False,False,False,True,True,,CRULP
1:,0.0,,False,False,False,True,True,,CRULP
1\,0.0,,False,False,False,True,True,,CRULP
1F,0.0,,True,False,False,True,True,,CRULP
1_,0.0,,False,False,False,True,False,,CRULP
1Q,0.0,,True,False,True,True,True,,CRULP
1B,0.0,,True,False,False,True,False,,CRULP
1a,0.0,,True,False,True,True,True,,CRULP
1[,0.0,,False,False,False,True,True,,CRULP
1-,0.0,,False,False,False,True,False,,CRULP
1c,0.0,,True,False,False,True,False,,CRULP
1o,0.0,,False,False,False,True,True,,CRULP
1&,0.0,,False,False,False,True,False,,CRULP
1!,0.0,,True,True,True,True,False,,CRULP
1^,0.0,,False,False,False,True,False,,CRULP
1',0.0,,False,False,False,True,True,,CRULP
18,0.0,,False,False,False,True,False,,CRULP
1g,0.0,,True,False,False,True,True,,CRULP
1i,0.0,,False,False,False,True,True,,CRULP
1t,0.0,,True,False,False,True,True,,CRULP
1j,0.0,,False,False,False,True,True,,CRULP
1S,0.0,,True,False,False,True,True,,CRULP
1},0.0,,False,False,False,True,True,,CRULP
1p,0.0,,False,False,False,True,True,,CRULP
1G,0.0,,True,False,False,True,True,,CRULP
1C,0.0,,True,False,False,True,False,,CRULP
1*,0.0,,False,False,False,True,False,,CRULP
1],0.0,,False,False,False,True,True,,CRULP
1u,0.0,,False,False,False,True,True,,CRULP
1A,0.0,,True,False,True,True,True,,CRULP
1k,0.0,,False,False,False,True,True,,CRULP
13,0.0,,True,False,False,True,False,,CRULP
1q,0.0,,True,False,True,True,True,,CRULP
1|,0.0,,False,False,False,True,True,,CRULP
1z,0.0,,True,False,True,True,False,,CRULP
1~,0.0,,True,False,True,True,False,,CRULP
1l,0.0,,False,False,False,True,True,,CRULP
1/,0.0,,False,False,False,True,False,,CRULP
1P,0.0,,False,False,False,True,True,,CRULP
1$,0.0,,True,False,False,True,False,,CRULP
1J,0.0,,False,False,False,True,True,,CRULP
1U,0.0,,False,False,False,True,True,,CRULP
1y,0.0,,False,False,False,True,True,,CRULP
1v,0.0,,True,False,False,True,False,,CRULP
19,0.0,,False,False,False,True,False,,CRULP
1Z,0.0,,True,False,True,True,False,,CRULP
12,0.0,,True,False,False,True,False,,CRULP
1L,0.0,,False,False,False,True,True,,CRULP
1W,0.0,,True,False,False,True,True,,CRULP
1%,0.0,,True,False,False,True,False,,CRULP
1>,0.0,,False,False,False,True,False,,CRULP
"1""",0.0,,False,False,False,True,True,,CRULP
1T,0.0,,True,False,False,True,True,,CRULP
1n,0.0,,False,False,False,True,False,,CRULP
1V,0.0,,True,False,False,True,False,,CRULP
17,0.0,,False,False,False,True,False,,CRULP
1@,0.0,,True,False,False,True,False,,CRULP
1E,0.0,,True,False,False,True,True,,CRULP
1D,0.0,,True,False,False,True,True,,CRULP
1M,0.0,,False,False,False,True,False,,CRULP
1`,0.0,,True,False,True,True,False,,CRULP
1.,0.0,,False,False,False,True,False,,CRULP
1I,0.0,,False,False,False,True,True,,CRULP
1f,0.0,,True,False,False,True,True,,CRULP
1N,0.0,,False,False,False,True,False,,CRULP
1K,0.0,,False,False,False,True,True,,CRULP
10,0.0,,False,False,False,True,False,,CRULP
1r,0.0,,True,False,False,True,True,,CRULP
"1,",0.0,,False,False,False,True,False,,CRULP
1b,0.0,,True,False,False,True,False,,CRULP
1;,0.0,,False,False,False,True,True,,CRULP
1h,0.0,,False,False,False,True,True,,CRULP
1Y,0.0,,False,False,False,True,True,,CRULP
Xd,0.0,0.0,True,False,False,True,False,2.0,CRULP
X),0.0,,False,False,False,True,False,,CRULP
X5,0.0,,True,False,False,True,False,,CRULP
X{,0.0,,False,False,False,True,False,,CRULP
X4,0.0,,True,False,False,True,False,,CRULP
Xs,0.0,,True,False,True,True,False,,CRULP
X6,0.0,,False,False,False,True,False,,CRULP
X1,0.0,,True,False,False,True,False,,CRULP
XX,0.0,,True,True,True,False,False,,CRULP
X(,0.0,,False,False,False,True,False,,CRULP
Xe,0.0,,True,False,False,True,False,,CRULP
X<,0.0,,False,False,False,False,False,,CRULP
Xw,0.0,0.0,True,False,True,True,False,6.0,CRULP
Xx,0.0,,True,True,True,False,False,,CRULP
X+,0.0,,False,False,False,True,False,,CRULP
XH,0.0,,False,False,False,True,False,,CRULP
X#,0.0,,True,False,False,True,False,,CRULP
Xm,0.0,,False,False,False,False,False,,CRULP
X?,0.0,,False,False,False,False,False,,CRULP
X=,0.0,,False,False,False,True,False,,CRULP
XR,0.0,,True,False,False,True,False,,CRULP
XO,0.0,,False,False,False,True,False,,CRULP
X:,0.0,,False,False,False,True,False,,CRULP
X\,0.0,,False,False,False,True,False,,CRULP
XF,0.0,,True,False,False,True,False,,CRULP
X_,0.0,,False,False,False,True,False,,CRULP
XQ,0.0,,True,False,False,True,False,,CRULP
XB,0.0,,True,False,False,False,False,,CRULP
Xa,0.0,0.0,True,False,False,True,False,8.0,CRULP
X[,0.0,,False,False,False,True,False,,CRULP
X-,0.0,,False,False,False,True,False,,CRULP
Xc,0.0,,True,False,False,False,False,,CRULP
Xo,0.0,0.0,False,False,False,True,False,1.0,CRULP
X&,0.0,,False,False,False,True,False,,CRULP
X!,0.0,,True,False,False,True,False,,CRULP
X^,0.0,,False,False,False,True,False,,CRULP
X',0.0,,False,False,False,True,False,,CRULP
X8,0.0,,False,False,False,True,False,,CRULP
Xg,0.0,,True,False,False,True,False,,CRULP
Xi,0.0,,False,False,False,True,False,,CRULP
Xt,0.0,,True,False,False,True,False,,CRULP
Xj,0.0,,False,False,False,True,False,,CRULP
XS,0.0,,True,False,True,True,False,,CRULP
X},0.0,,False,False,False,True,False,,CRULP
Xp,0.0,,False,False,False,True,False,,CRULP
XG,0.0,,True,False,False,True,False,,CRULP
XC,0.0,,True,False,False,False,False,,CRULP
X*,0.0,,False,False,False,True,False,,CRULP
X],0.0,,False,False,False,True,False,,CRULP
Xu,0.0,,False,False,False,True,False,,CRULP
XA,0.0,,True,False,False,True,False,,CRULP
Xk,0.0,0.0,False,False,False,True,False,1.0,CRULP
X3,0.0,,True,False,False,True,False,,CRULP
Xq,0.0,,True,False,False,True,False,,CRULP
X|,0.0,,False,False,False,True,False,,CRULP
Xz,0.0,,True,False,False,False,False,,CRULP
X~,0.0,,True,False,False,True,False,,CRULP
Xl,0.0,,False,False,False,True,False,,CRULP
X/,0.0,,False,False,False,False,False,,CRULP
XP,0.0,,False,False,False,True,False,,CRULP
X$,0.0,,True,False,False,True,False,,CRULP
XJ,0.0,,False,False,False,True,False,,CRULP
XU,0.0,,False,False,False,True,False,,CRULP
Xy,0.0,,False,False,False,True,False,,CRULP
Xv,0.0,,True,False,False,False,False,,CRULP
X9,0.0,,False,False,False,True,False,,CRULP
XZ,0.0,,True,False,False,False,False,,CRULP
X2,0.0,,True,False,True,True,False,,CRULP
XL,0.0,,False,False,False,True,False,,CRULP
XW,0.0,,True,False,True,True,False,,CRULP
X%,0.0,,True,False,False,True,False,,CRULP
X>,0.0,,False,False,False,False,False,,CRULP
"X""",0.0,,False,False,False,True,False,,CRULP
XT,0.0,,True,False,False,True,False,,CRULP
Xn,0.0,0.0,False,False,False,False,False,20.0,CRULP
XV,0.0,,True,False,False,False,False,,CRULP
X7,0.0,,False,False,False,True,False,,CRULP
X@,0.0,,True,False,True,True,False,,CRULP
XE,0.0,,True,False,False,True,False,,CRULP
XD,0.0,,True,False,False,True,False,,CRULP
XM,0.0,,False,False,False,False,False,,CRULP
X`,0.0,,True,False,False,True,False,,CRULP
X.,0.0,,False,False,False,False,False,,CRULP
XI,0.0,,False,False,False,True,False,,CRULP
Xf,0.0,,True,False,False,True,False,,CRULP
XN,0.0,,False,False,False,False,False,,CRULP
XK,0.0,,False,False,False,True,False,,CRULP
X0,0.0,,False,False,False,True,False,,CRULP
Xr,0.0,0.0,True,False,False,True,False,1.0,CRULP
"X,",0.0,,False,False,False,False,False,,CRULP
Xb,0.0,,True,False,False,False,False,,CRULP
X;,0.0,,False,False,False,True,False,,CRULP
Xh,0.0,,False,False,False,True,False,,CRULP
XY,0.0,,False,False,False,True,False,,CRULP
(d,0.0,,False,False,False,True,True,,CRULP
(),0.0,0.0,True,False,False,True,False,68.0,CRULP
(5,0.0,,False,False,False,True,False,,CRULP
({,0.0,,True,False,False,True,True,,CRULP
(4,0.0,,False,False,False,True,False,,CRULP
(s,0.0,0.0,False,False,False,True,True,21.0,CRULP
(6,0.0,,True,False,False,True,False,,CRULP
(1,0.0,,False,False,False,True,False,,CRULP
(X,0.0,,False,False,False,True,False,,CRULP
((,0.0,0.0,True,True,True,True,False,93.0,CRULP
(e,0.0,0.0,False,False,False,True,True,1.0,CRULP
(<,0.0,,True,False,False,True,False,,CRULP
(w,0.0,0.0,False,False,False,True,True,3.0,CRULP
(x,0.0,,False,False,False,True,False,,CRULP
(+,0.0,,True,False,False,True,False,,CRULP
(H,0.0,0.0,True,False,False,True,True,5.0,CRULP
(#,0.0,0.0,False,False,False,True,False,44.0,CRULP
(m,0.0,0.0,True,False,False,True,False,13.0,CRULP
(?,0.0,,True,False,False,True,False,,CRULP
(=,0.0,,True,False,False,True,False,,CRULP
(R,0.0,,False,False,False,True,True,,CRULP
(O,0.0,,True,False,True,True,True,,CRULP
(:,0.0,,True,False,False,True,True,,CRULP
(\,0.0,,True,False,False,True,True,,CRULP
(F,0.0,,False,False,False,True,True,,CRULP
(_,0.0,,True,False,False,True,False,,CRULP
(Q,0.0,,False,False,False,True,True,,CRULP
(B,0.0,,False,False,False,True,False,,CRULP
(a,0.0,0.0,False,False,False,True,True,4.0,CRULP
([,0.0,,True,False,False,True,True,,CRULP
(-,0.0,0.0,True,False,False,True,False,1.0,CRULP
(c,0.0,,False,False,False,True,False,,CRULP
(o,0.0,0.0,True,False,True,True,True,2.0,CRULP
(&,0.0,0.0,True,False,False,True,False,78.0,CRULP
(!,0.0,0.0,False,False,False,True,False,42.0,CRULP
(^,0.0,0.0,True,False,False,True,False,64.0,CRULP
(',0.0,,True,False,False,True,True,,CRULP
(8,0.0,,True,False,False,True,False,,CRULP
(g,0.0,0.0,False,False,False,True,True,1.0,CRULP
(i,0.0,,True,False,False,True,True,,CRULP
(t,0.0,0.0,False,False,False,True,True,2.0,CRULP
(j,0.0,0.0,True,False,False,True,True,5.0,CRULP
(S,0.0,0.0,False,False,False,True,True,1.0,CRULP
(},0.0,,True,False,False,True,True,,CRULP
(p,0.0,,True,False,False,True,True,,CRULP
(G,0.0,,False,False,False,True,True,,CRULP
(C,0.0,,False,False,False,True,False,,CRULP
(*,0.0,0.0,True,False,False,True,False,64.0,CRULP
(],0.0,,True,False,False,True,True,,CRULP
(u,0.0,0.0,True,False,False,True,True,62.0,CRULP
(A,0.0,,False,False,False,True,True,,CRULP
(k,0.0,0.0,True,False,False,True,True,5.0,CRULP
(3,0.0,,False,False,False,True,False,,CRULP
(q,0.0,0.0,False,False,False,True,True,1.0,CRULP
(|,0.0,,True,False,False,True,True,,CRULP
(z,0.0,,False,False,False,True,False,,CRULP
(~,0.0,,False,False,False,True,False,,CRULP
(l,0.0,,True,False,True,True,True,,CRULP
(/,0.0,,True,False,False,True,False,,CRULP
(P,0.0,,True,False,False,True,True,,CRULP
($,0.0,0.0,False,False,False,True,False,69.0,CRULP
(J,0.0,,True,False,False,True,True,,CRULP
(U,0.0,,True,False,False,True,True,,CRULP
(y,0.0,,True,False,False,True,True,,CRULP
(v,0.0,0.0,False,False,False,True,False,1.0,CRULP
(9,0.0,,True,True,True,True,False,,CRULP
(Z,0.0,0.0,False,False,False,True,False,1.0,CRULP
(2,0.0,,False,False,False,True,False,,CRULP
(L,0.0,,True,False,True,True,True,,CRULP
(W,0.0,,False,False,False,True,True,,CRULP
(%,0.0,0.0,False,False,False,True,False,48.0,CRULP
(>,0.0,,True,False,True,True,False,,CRULP
"(""",0.0,,True,False,False,True,True,,CRULP
(T,0.0,,False,False,False,True,True,,CRULP
(n,0.0,0.0,True,False,False,True,False,2.0,CRULP
(V,0.0,,False,False,False,True,False,,CRULP
(7,0.0,,True,False,False,True,False,,CRULP
(@,0.0,0.0,False,False,False,True,False,72.0,CRULP
(E,0.0,,False,False,False,True,True,,CRULP
(D,0.0,,False,False,False,True,True,,CRULP
(M,0.0,,True,False,False,True,False,,CRULP
(`,0.0,,False,False,False,True,False,,CRULP
(.,0.0,0.0,True,False,True,True,False,9.0,CRULP
(I,0.0,,True,False,False,True,True,,CRULP
(f,0.0,0.0,False,False,False,True,True,4.0,CRULP
(N,0.0,,True,False,False,True,False,,CRULP
(K,0.0,0.0,True,False,False,True,True,1.0,CRULP
(0,0.0,,True,False,False,True,False,,CRULP
(r,0.0,,False,False,False,True,True,,CRULP
"(,",0.0,0.0,True,False,False,True,False,2.0,CRULP
(b,0.0,,False,False,False,True,False,,CRULP
(;,0.0,,True,False,False,True,True,,CRULP
(h,0.0,,True,False,False,True,True,,CRULP
(Y,0.0,,True,False,False,True,True,,CRULP
ed,0.0,0.0,True,False,True,True,True,996.0,CRULP
e),0.0,,False,False,False,True,True,,CRULP
e5,0.0,,True,False,False,True,True,,CRULP
e{,0.0,,False,False,False,True,False,,CRULP
e4,0.0,,True,False,False,True,True,,CRULP
es,0.0,0.0,True,False,False,True,True,41.0,CRULP
e6,0.0,,False,False,False,True,True,,CRULP
e1,0.0,,True,False,False,True,True,,CRULP
eX,0.0,0.0,True,False,False,True,False,1.0,CRULP
e(,0.0,,False,False,False,True,True,,CRULP
ee,0.0,0.0,True,True,True,True,False,8.0,CRULP
e<,0.0,,False,False,False,True,False,,CRULP
ew,0.0,0.0,True,False,False,True,False,260.0,CRULP
ex,0.0,0.0,True,False,False,True,False,52.0,CRULP
e+,0.0,,False,False,False,True,True,,CRULP
eH,0.0,0.0,False,False,False,True,True,1.0,CRULP
e#,0.0,,True,False,True,True,True,,CRULP
em,0.0,0.0,False,False,False,True,False,749.0,CRULP
e?,0.0,,False,False,False,True,False,,CRULP
e=,0.0,,False,False,False,True,True,,CRULP
eR,0.0,,True,False,False,True,False,,CRULP
eO,0.0,0.0,False,False,False,True,False,1.0,CRULP
e:,0.0,0.0,False,False,False,True,True,1.0,CRULP
e\,0.0,,False,False,False,True,False,,CRULP
eF,0.0,,True,False,False,True,True,,CRULP
e_,0.0,,False,False,False,True,True,,CRULP
eQ,0.0,,True,False,False,True,False,,CRULP
eB,0.0,,True,False,False,True,False,,CRULP
ea,0.0,0.0,True,False,False,True,True,913.0,CRULP
e[,0.0,,False,False,False,True,False,,CRULP
e-,0.0,,False,False,False,True,True,,CRULP
ec,0.0,0.0,True,False,True,True,False,9.0,CRULP
eo,0.0,0.0,False,False,False,True,False,598.0,CRULP
e&,0.0,,False,False,False,True,True,,CRULP
e!,0.0,0.0,True,False,False,True,True,2.0,CRULP
e^,0.0,,False,False,False,True,True,,CRULP
e',0.0,0.0,False,False,False,True,True,1.0,CRULP
e8,0.0,,False,False,False,True,True,,CRULP
eg,0.0,0.0,True,False,False,True,True,3.0,CRULP
ei,0.0,0.0,False,False,False,True,False,363.0,CRULP
et,0.0,0.0,True,False,False,True,False,297.0,CRULP
ej,0.0,0.0,False,False,False,True,True,53.0,CRULP
eS,0.0,0.0,True,False,False,True,True,35.0,CRULP
e},0.0,,False,False,False,True,False,,CRULP
ep,0.0,0.0,False,False,False,True,False,52.0,CRULP
eG,0.0,0.0,True,False,False,True,True,1.0,CRULP
eC,0.0,0.0,True,False,True,True,False,104.0,CRULP
e*,0.0,,False,False,False,True,True,,CRULP
e],0.0,,False,False,False,True,False,,CRULP
eu,0.0,,False,False,False,True,False,,CRULP
eA,0.0,0.0,True,False,False,True,True,2.0,CRULP
ek,0.0,0.0,False,False,False,True,True,236.0,CRULP
e3,0.0,,True,False,True,True,True,,CRULP
eq,0.0,0.0,True,False,False,True,False,146.0,CRULP
e|,0.0,,False,False,False,True,False,,CRULP
ez,0.0,0.0,True,False,False,True,False,91.0,CRULP
e~,0.0,,True,False,False,True,True,,CRULP
el,0.0,0.0,False,False,False,True,True,1614.0,CRULP
e/,0.0,,False,False,False,True,False,,CRULP
eP,0.0,,False,False,False,True,False,,CRULP
e$,0.0,,True,False,False,True,True,,CRULP
eJ,0.0,0.0,False,False,False,True,True,81.0,CRULP
eU,0.0,,False,False,False,True,False,,CRULP
ey,0.0,0.0,False,False,False,True,False,55.0,CRULP
ev,0.0,0.0,True,False,False,True,False,40.0,CRULP
e9,0.0,,False,False,False,True,True,,CRULP
eZ,0.0,0.0,True,False,False,True,False,17.0,CRULP
e2,0.0,,True,False,False,True,True,,CRULP
eL,0.0,,False,False,False,True,True,,CRULP
eW,0.0,,True,False,False,True,False,,CRULP
e%,0.0,,True,False,False,True,True,,CRULP
e>,0.0,,False,False,False,True,False,,CRULP
