,Stim
474,شیخ ابو نصر جیلانی کے فرزند ارجمند ہیں۔
475,بھمبر کو ضلع کا درجہ ء میں ملا
476,کر دیا تقدیر نے باطل فسانہ شوق کا
477,ماہی احمد میں نہیں مانتی میں نہیں نہیں مانتی
478,اشکوں نے کئی بار ترا نام لکھا ہے
479,ہونے کو ہے اب ختم تری عمر کی نقدی
480,اس مراسلے کے بعد شاید کچھ میرے ہو جائیں
481,یہ چینی شہر کاشغر سے شروع ہوتی ہے۔
482,عرش کے پار نکل جائے گا نالہ تیرا
483,ہوں نہ محتاج ان کا بن کر پیر
484,تمھارے پیار میں ہم کو اگرچہ خسارہ ہے
485,اللہ تو رحمت کے سوا کچھ بھی نہیں
486,اس آنکھ میں پھیلا ہوا کاجل بھی ہمارا
487,آپ کے خاندان کا تعلق بہرائچ سے تھا۔
488,یاد کرکے مجھے تکلیف ہی ہوتی ہو گی
489,پاکستان سے ایک ادبی رسالہ تشکیل شایع کیا ۔
490,مگر میری بھی کسی نے نہ سنی تھی
491,10 - جھوٹ بولنا کثرت سے ہو گا
492,لیکن میں بیماری میں بھی لڑ سکتا ہوں
493,کمال اس نے کیا اور میں نے حد کردی
494,عجب کہ صبر کی معیاد بڑھتی جاتی ہے
495,درد سر کے واسطے صندل لگانا ہے مفید
496,انہوں نے ایک اسلامی تبلیغی تنظیم قائم کی۔
497,ستارے جن کے نشیمن سے ہیں زیادہ قریب
498,عیسوی میں چین کو سوئی نے متحد کیا
499,نیند تو خوراک اور آکسیجن کی طرح ضروری ہے
500,کبھی ہم پر بھی یہ جوبن گزرا تھا
501,پڑوس میں بھی ترے دم سے کچھ اجالا ہے
502,1919ء میں اورینٹل فیکلٹی کے ڈین بنائے گئے۔
503,شین نورزئی نے ابتدائی تعلیم کوئٹہ میں حاصل کی
504,وہ پاکستان کے پیلے ٹیسٹ وکٹ کیپر تھے۔
505,تجھ سے آگے یہ کچھ ہوا ہے یاں
506,میں اس کی گرد ہٹاتے ہوئے بھی ڈرتی ہوں
507,اس کا اردو ترجمہ بھی ہو چکا ہے۔
508,تمہیں سبزی بگھارنے کو ایک باورچی کی ضرورت ہے
509,ہوئے ہیں دید کے ساماں خدا خدا کر کے
510,اس میں عربوں کی ملکی فتوحات کا تذکرہ ہے
511,ان کا تذکرہ ہم سے رجوع کرنے پر
512,بہترین فرائیڈ چکن کے لیے اور حمص کے لیے بھی
513,پی ٹی سی ایل کی جانب سے ۔
514,تورکھو پاکستان کے ضلع چترال کی ایک تحصیل ہے-
515,زیست آساں بھی ہو سکتی تھی لیکن ہم نے
516,اس کے بعد پرنسٹن یونیورسٹی امریکا چلے گئے۔
517,ابھی نہیں کیا ناں شام میں کریں گے
518,وہ میرا جنون تھا جو سچ ہو گیا ہے
519,138 ۔ تقدیر اور قضا پر ایمان 12380
520,یونی سے آتے ہوئے ادھر آئیں گے لینے کو
521,سید عاطف علی ، اکتوبر 21 ، 2013
522,کہ تھے آل عدنان سے میر ے بانی
523,وہی تکلیف جو لندن بیٹھے لوگوں کے جانثاروں کو
524,شریعت کیوں گریباں گیر ہو ذوق تکلم کی
525,ڈاون لوڈ نہیں ھو رھا - مدد چاھیے
526,رند ہیں بھرے بیٹھے اور مے کدہ خالی
527,ٹی 20 میں ٹیسٹ میچ کا مزہ دیتا ہے
528,ایک لمبی بریک کے بعد پھر موجود ہوں
529,کیا چمکتے دمکتے ستارے ہیں اردو محفل کے
530,میرے پہلو میں سب کے سب اچھے ہیں
531,فقط اک جستجو ہے ایک خواہش کی روانی ہے
532,4 مئی سے تو عبدالمجید بھی غائب ہیں
533,اک اور شاعر نے کچھ ایسے کہا کہ
534,گرم ہے موت کا بازار ترے کوچے میں
535,یہ چاچا نہیں ہے بلکہ دو مرتبہ چا ہے
536,حیرت نہیں ہوئی جو کسی عکس پر ہمیں
537,6۔ سید محمد مہدی بن محمد جعفر موسوی
538,لاکھ روپے کی بات کہہ ڈالی یہ تو
539,وہ جب خفا ہو تو صورت عجیب ہوتی ہے
540,میر لاشار کے بیٹے خان کے بیٹوں کے نام۔
541,تیرے بہتے ہوئے اشکوں کو ادا سمجھے گا
542,لوٹ کر تم یہ دل کہہ رہا ہے
543,اور اس کی ہر تخلیق کے پیچھے حکمت ہے۔
544,ٹ سے ٹنڈو اللہ یار اور ٹنڈو محمد خان
545,محمد شمیل قریشی ، مارچ 6 ، 2006
546,ہمارا بگڑا ہوا کام بن گیا ہو گا
547,کبھی ترک محبت کے لئے سوچیں معاذ اللہ
548,اس نے گھریلو کرکٹ ہریانہ کے لیے کھیلا۔
549,بلاول کی دیوار کی جھڑپ سڑک سے ٹوئٹر پر
550,منتخب مضمون کے معیارات پر پورا نہیں اترتا
551,یہ تو کسی ناول کا نام لگتا ہے
552,ابھی دوست کے گھر سے لکھ رہے ہیں
553,ساتھ بھی گانا بھی تو گا رہی تھی
554,کوئی ایسا نہیں جو جانتا ہو میرے عیوب
555,ہزار گنج چلتن نیشنل پارک - حکومت بلوچستان
556,اس روپ کی رانی کی تصویر بنانی ہے
557,آپ پر بھی نیلم کا اثر آ رہا ہے
558,مگر آپ کا جواب زیادہ مزے کا ہے
559,پھر ان سب میں کامیاب ہوتے ہیں کے نہیں
560,ابھی تو میں گھر جا رہی ہوں ناں
561,کچھ دن ایسے ہی گزریں گے اب تو
562,اللہ آپ کے لیئے آسانی پیدا فرمائے آمین
563,وہ 1968ء میں انڈونیشیا کے صدر بن گئے۔
564,بہترین کلام کا نتخاب کیا محمد بلال اعظم
565,اس سے فصل اور باغبانی اچھی ہوتی ہے۔
566,یعنی نین کو تنگ کرنا کار خیر ہے
567,یہ نام تو کی روداد میں درج ہیں۔
568,اس وقت ان کی عمر 82 سال تھی۔
569,اس وقت ان کی عمر 36 سال تھی۔
570,جو اردو غزل کا طرہ امتیاز رہا ہے۔
571,اس کو گنتی میں چھیاسی بولا جاتا ہے۔
572,میں رستہ بھول جنگلوں میں شام ہو جائے
573,بہت ہی دور سے مجھ کو پکارتا ہے تو
574,آپ بھی شمشاد بھائی کا ساتھ دینے لگے
575,ہر اک بات پر درگزر کس لیئے ہو
576,آ پ سے تو ایسی توقع نہ تھی
577,پہلے تو یہ بتائیں کہ مس کون ہیں
578,رات کو تمہیں بھی کرتی ہوں میرا بچہ
579,یاسر بھائی آپ کے خیال میں شادی فضولیات ہے
580,ان کی لفظیات میں داستانوی رنگ نمایاں ہے۔
581,روشن ظفر ہے ان کی تقدیر کا ستارا
582,اس میں یہ لکھنا بھول گیا تھا کہ
583,چلین باتیں بنانے سے تو پھر بھی بہتر ہے
584,زندگی میں تو سبھی پیار کیا کرتے ہیں
585,خیر آپ تکلیف کرتے ہیں تو چکھ لیتی ہوں
586,افسوس کسی نے کوئی پروگرام ترتیب نہیں دیا
587,ہم اس پر اتنا غور نہیں کریں گے
588,6 ۔ جب وہ اس کے کناروں پر بیٹھے تھے
589,کردش لیڈر جلال طلابانی عراق کے صدر بنے
590,بن ترے کیسے کٹے رات یہ تنہائی کی
591,یار ضروری ہے میری ذات پر بات ہو
592,یہ کھیل رنگ کے اندر کھیلا جاتا ہے۔
593,دیکھا علم بھیا آپ ہمیشہ بھگا دیتے ہو
594,مستونگ روڈ ریلوےاسٹیشن مستونگ روڈ میں واقع ہے
595,برس تک اس میں مزاحیہ مضامین لکھتے رہے
596,پاکستانی صاحب نے وہ والی پوٹس کی ہوئی ہے
597,مجھے دو بندیوں سے ملکر بہت اچھا لگا
598,بچہ گننے کو جو بیٹھے تو بوڑھا ہو جائے
599,وہ خوب جانتا ہے میرا سوال کیا ہے
600,وہ بچپن ہی سے ایک شاعرہ بھی تھیں۔
601,کسی خیال کی خوشبو کسی بدن کی مہک
602,بھائی اگر ب بھی ہو تو بسم اللہ کیجئے
603,آپ کو شارک اور فاختہ کا فرق معلوم نہیں
604,بالعموم بربروں کا حملہ سبتہ پر ہوتا تھا۔
605,اس سے پہلے بھی محبت کا قرینہ تھا یہی
606,جس کو دیکھ کر ہمیں ڈر لگتا ہے
607,سب کی معراج نمازوں میں ہے پنہاں شاکر
608,شکر ہے راہ ترقی میں اگر بڑھتے ہو
609,[ گیارہواں کھلاڑی ] سوال جواب قسط 3
610,مقامات انبیا کا تصویری بن اختر ارسلان کراچی
611,دونوں عالم کی عبادت ہیچ جس کے سامنے
612,تجھے ہو شرم تو شرما کے دہری ہوجائے
613,فیصل جسم پہ تازہ لہو کے چھینٹے ہیں
614,ہمارا دوست ہے لیکن ہے بے ضرر بھی کیا
615,اور لوٹ کیا جاٹ نے ایوان طلا کار
616,ایک نیا موجد + ایک نیا منصوبہ ایجاد
617,پریا رمن لاطینی ایک بھارتی فلمی اداکارہ ہے
618,نگران حکومت اٹھارہ مارچ کے بعد : کائرہ
619,امید ہے کہ اس کی بھی رسید جاری کریں گی
620,آپ کی آمد پر سب کی خوشی دیدنی ہے
621,البتہ روئے سخن آپ ہی کی طرف ہے
622,میلان سے شہر کا فاصلہ 136 کلومیٹر ہے۔
623,سارا دن تو میں گھر پر نہیں ہوتا
624,ہاکنگ نے ایک چیلنج دنیائے طبیعیات کو بھی دیا۔
625,ناکام کی دعوت کا مزہ اور ہی کچھ ہے
626,انہیں شعروسخن کا شوق کم عمری سے تھا۔
627,کتاب کا جائزہ لیا تو احساس ہوا کہ
628,لیکن چائے تو باہر بھی مل جاتی ہے
629,رابطہ کرنے کی صورت میں کام آئے گے
630,جسم جلتا ہے مگر جسم کہاں جلتا ہے
631,پانگلوس مابعد الطبیعیاتی دینیاتی کونیات کا استاد تھا۔
632,کتاب ص 31 : ٹائپنگ مکمل از شمشاد
633,میں نے دشمن کو جگایا تو بہت تھا لیکن
634,ایک دیوی جو شیو کی شکتی کا اظہار ہے۔
635,میرے محبوب کی بس یہ ہی پہچان ہے
636,اب یاد نہیں رہتی مجھے وقت کی گنتی
637,ہماری طرف سے بھی مبارک ہو جناب کو
638,اس لئے صفائی کی طرف زیادہ رجحان تھا
639,نگر پالیکا پریشد بہرائچ کے چیئرمین بھی رہے۔
640,آپ خود غلط فہمی کا شکار لگتے ہیں
641,میں تو یہاں ہوں آپ اب کہاں ھیں
642,عمار بھائی ایسا ہو جاتا ہے کبھی کبھی
643,اس بارے میں آپ کیا کہتے ہیں شکریہ
644,نہ دنیا کا غم تھا نہ رشتوں کا بندھن
645,متصل اسانید میں جس کو زائد کیا جائے۔
646,تیری یاد دل سے جانے نہیں دیں گے
647,یہ تو پھر اصلاح کی امید جاگ گئی ہے
648,بڑا مزا ہے جو محشر میں ہم کریں شکوہ
649,مبارکاں ہی مبارکاں ہزاری منصب ملنے پر بہنا
650,بھوٹان کے کے بارے میں چند دلچسپ حقائق
651,اب اس کا شکریہ میں ادا کرتا ہوں
652,مدرسہ کے مہتمم اور بھی آپ ہی تھے۔
653,خوشی کی آمد بھی مبارک ہو سب کو
654,یہ نیشنل ہائیوے اتھارٹی کے زیر انتطام ہے۔
655,یوسفی نے خاکم بدہن کے دیباچہ میں لکھا ہے کہ
656,صحرائے محبت ہے قدم دیکھ کے رکھ میر
657,بہت بہت شکریہ آپ کی تشریف آوری کا
658,در حقیقت پارسا تو بھی نہیں میں بھی نہیں
659,سکاٹلینڈ کی سرحد صرف انگلستان سے ملتی ہے۔
660,ماں : بیٹا ہم اپنا شہر کیوں چھوڑیں
661,شاید آجکل لوگ فلمیں نہیں دیکھ رہے خیر
662,عمران خان کا ایک روزہ کیریئر بلحاظ ادوار
663,""""""" تب تو میں واقعی پھنس گیا """""""
664,اب تک جو زلزلے سے زمیں کانپ جاتی ہے
665,آدمی جو کہتا ہے آدمی جو سنتا ہے
666,ایسی تو بہت ساری چیزیں نظر آجاتی ہیں
667,یہ مراسلہ رائج قوانین کے تحت لکھا گیا
668,قید میں ترے وحشی کو وہی زلف کی یاد
669,اس شہر کو دوبارہ 1580 میں بسایا گیا۔
670,کیا کیا نہ ہوگا حشر بپا غور سے سنو
671,خزاں کے دور میں میرا درخت پھل جائے
672,اے شیفتہ ہم آج نہیں بچتے شب تلک
673,باقی مزاج کا مت پوچھیں کے کیسے ہیں
674,جس کا توڑ خلق ہی نہیں کیا گیا
675,جنوری 20 ، 2011 بوقت 7 : 18 صبح
676,سید زبیر ، جمعہ بوقت 6 : 10 صبح
677,سید زبیر ، جمعہ بوقت 5 : 52 صبح
678,سلمان حمید ، جمعہ بوقت 11 : 17 صبح
679,زیک جارحانہ موڈ کے لئے ہیلمٹ فائدہ مند ہے
680,فہیم کو میرا بھتیجا بننے کا شوق ہے عائشہ
681,محمد اظہر نذیر ، فروری 17 ، 2013
682,محمد اظہر نذیر ، فروری 25 ، 2012
683,محمد اظہر نذیر ، جولائی 26 ، 2012
684,بارہویں صدی عیسوی کے چاند گرہنوں کی فہرست
685,چودہویں صدی عیسوی کے چاند گرہنوں کی فہرست
686,بیسویں صدی عیسوی کے چاند گرہنوں کی فہرست
