sentence,log10_score
جانسن سرلیف افریقہ کی پہلی منتخب خاتون سربراہ مملکت ہیں۔,-3.7132911682128906
اس طرح ار سے ایک سلینڈر نما مہر ملی ہے۔,-1.9917821884155273
حالانکہ پاکستان میں وائرس سے مرغیاں متاثر ہوئی ہیں۔,-3.1399173736572266
لیکن، حمل کی مدت کے مطابق اس کی کچھ حدود ہیں۔,-3.0707612471147017
چنانچہ اسی کے مطابق بنیاد کھدوا کر تعمیر شروع کرائی گئی۔,-3.664060419256037
انتظامی طور پر ضلع کشمور چار تحصیلوں میں تقسیم ہے:,-2.6501222610473634
نیلوفر خاتون اگکے سلطان مراد اول کی والدہ تھی۔,-3.977815416124132
اقوام متحدہ کے مطابق یہ ممالک اس خطے میں شامل ہیں:,-2.1975120197642934
کسی کو آج تک خبر بھی نہ ہوئی؟,-2.81158447265625
یاسر پیر زادہ، قاسمی کا بیٹا بیوروکریٹ اور ستون نگار ہے۔,-3.965180830522017
خود شہزادی سکینہ علیہ السلام کا فیصلہ کافی ہے۔,-3.3034032185872397
ان میں زیادہ تر ترکی اور ازبکستان ہجرت کر گئے تھے۔,-1.9874869259920986
بھوٹان کے کے بارے میں چند دلچسپ حقائق,-2.350364923477173
حکومت نے کمیٹی کی تمام سفارشیں قبول کر لیں۔,-3.820445590549045
یاسر نے ٹی وی پروگراموں کے لیے بھی لکھا ہے۔,-2.9178115844726564
انہوں نے عملی زندگی کا آغاز ریڈیو پاکستان پشاور سے کیا۔,-1.9849777221679688
قدرتی ماحول میں ترینتانی پارک قابل ذکر ہے۔,-3.577073812484741
غیر برہمن کالی کے درگا کے روپ کو تسلیم کرتے ہیں۔,-1.946009722622958
ہاکنگ نے ایک چیلنج دنیائے طبیعیات کو بھی دیا۔,-4.213417477077908
خالی صدف ساحل سمندر پر اکثر ملتے ہیں۔,-3.261439800262451
اور یہ مغرور لشکر میدان چھوڑ کر بھاگ کھڑا ہوا۔,-2.079511260986328
انہوں نے اندور جاکر وعظ و نصیحت دینا شروع کر دیا۔,-2.6674116308038887
انھوں نے لاہور کے ایچی سن کالج سے تعلیم حاصل کی۔,-2.0132909254594282
انہوں نے اسلام کے حوالے سے کافی کام کیا۔,-2.2447982364230685
انتظامی طور پر یہ ضلع خوجاوند میں شامل ہے۔,-2.634175830417209
بھارت کے کمیشن کے دستوری فرائض پر تفصیلی نوٹ لکھیے۔,-3.8663585662841795
ریاضی اور فلسفے کے مضامین کے ساتھ گریجویشن کی۔,-2.831652111477322
نعمان بن مقرن معرکہ نہاوند میں امیر لشکر اور صحابی ہیں,-3.925154599276456
افضل، ایرا ن مشرقی آزربائیجان اور ایران کا علاقہ,-4.414565192328559
آپ کو جامعہ محمودیہ جھنگ میں کیا گیا۔,-3.120439291000366
شرح مفتی احمد یار خان نعیمی کتب خانہ گجرات,-2.8268915812174478
واپس اندلس اور کچھ عرصہ قرطبہ میں درس دیتے رہے۔,-3.876921844482422
اکبر وارثی کی وجہ شہرت میلاد اکبر ہے۔,-3.410599708557129
عمومی زبان عربی ہے اور زیادہ تر آبادی مسلمان ہے۔,-2.5957555770874023
گرمکنڈہ میں سالانہ مشاعروں کے انعقاد میں تعاون۔,-4.287176609039307
آپ ایک دن ملک کے صدر بنیں گے۔,-3.022911310195923
اس کو تربیت خان کا خطاب دیا گیا تھا۔,-2.6336873372395835
اب تک کا سب سے بڑا لسانی گروہ ہن ہے۔,-1.6900033950805664
جناب سکینہ کے خلاف ایڑی چوٹی کا زور لگا دیا۔,-2.758658790588379
اس تقریب میں و اطراف کے لاکھوں شیعہ شرکت کرتے ہیں۔,-3.3472421819513496
چٹانوں کے یہ چھوٹے چھوٹے ریزے ریت کہلاتے ہیں۔,-3.84438239203559
ناول نگار نے ہو بہو عکاسی و ترجمانی کر دی ہے۔,-3.0459157770330254
اندلس پہنچنے کے لیے بحری بیڑا اسی نے مہیا کیا تھا۔,-2.825084859674627
دگر طالقان شہر تا فاریاب / ہمیدون در بلخ تا اندرآب,-5.081955996426669
دیوان شعر بیگم تین ہزار اشعار پر مشتمل تھا۔,-3.3927686479356556
اس نے اپنے ہمسایہ راجپوت حکمرانوں کے ساتھ کئی جنگیں لڑیں۔,-2.3027298667214136
تلہ گنگ ضلع چکوال کی ایک انتہائی اہم تحصیل ہے۔,-2.9659616470336916
"""آج"""" کا دن تاریخ """"میں""""،"""" اردو ڈاٹ کو""",-4.533069610595703
کلی میں سب سے زیادہ تعمیراتی باقیات ملی ہیں۔,-2.244066450330946
مشرق میں اس کی سرحدیں ضلع ٹھٹہ سے ملتی ہیں۔,-2.176568794250488
یہ فلم سلمی ممتاز کی تیسری سپرہٹ فلم تھی۔,-3.837551540798611
گوجرانوالہ ریلوے اسٹیشن پاکستان کے شہر گوجرانوالہ میں واقع ہے۔,-1.967021369934082
سابق شاہ فاروق اول نے انہیں الکمال کا اعزاز دیا۔,-3.4216785430908203
انکا تعلق سیاسی جماعت پاکستان مسلم لیگ سے تھا۔,-2.5476561652289496
خیال و خواب۔ سنگ میل پبلی کیشنز لاہور،,-3.4209933280944824
جو کچھ بھی سوچا جائے بیان کرنا چاہے ے۔,-3.152723100450304
پتھر کی دیواروں والے کنویں بنائے جاتے تھے۔,-3.020479679107666
اور بلوچستان کی خطرناک جیل مچھ جیل بیجھا گیا,-3.4206920199924045
ہر حصہ میں مزید کئی زمرے ہیں، جیسے:,-3.647980213165283
یہ قصبہ شہر کے انتہائی مشرقی حصے میں واقع ہے۔,-2.4535266876220705
گنتی میں اسے آٹھ سو سڑسٹھ بولا جاتا ہے۔,-1.6829460991753473
زبلون کے فرقہ میں سے جدی ایل بن سودی,-4.547421773274739
بچہ گننے کو جو بیٹھے تو بوڑھا ہو جائے,-3.054651048448351
بعد ازاں انہیں ڈائر یکٹر بنا دیا گیا۔,-3.7525439262390137
بحیرہ احمر کا ساحل مندرجہ ذیل ممالک سے ملتا ہے :,-2.422028975053267
بدنہ: اونٹ یا گائے اور بیل بھی شامل,-3.7752044200897217
آپ کا تعلق سلسلہ عالیہ چشتیہ سے تھا۔,-2.0778086185455322
یہ جنگ ان دنوں میں ہوئی جن میں لڑنا منع ہے۔,-2.8639515963467685
اخبار مقامی اور عالمی تبصروں کے لیے مشہور تھا۔,-2.2902552286783853
ان کا اصل وطن سائبیریا کا صحرائی علاقہ تھا۔,-3.205063078138563
وہی عراق میں آپ کی پہلی شادی ہوئی تھی۔,-2.626852035522461
گیارہویں باب میں امام رضا ع کی اولاد کا ذکر ہے۔,-2.7444321025501597
اسی نسبت احادیث میں ارشاد ہوتا ہے :,-1.6447248458862305
بھارت میں بچوں کا ایک پسندیدہ کارٹون کردار کرس ہے۔,-3.056174659729004
ترقی یافتہ ممالک بچوں کی پیدائش پر مختلف رعایات دیتے ہیں۔,-1.957366943359375
تاریخی اعتبار سے دوسرے اہم ناول نگار سرشار ہیں۔,-2.9252630869547525
اس میں گھندھار وادی اور پنچم سموادی سر ہے۔,-4.281697167290582
اس لیے اس کی اوسط پیجیدگی میں تقابل کی ممکنہ,-3.1177350997924806
چودہویں صدی عیسوی کے چاند گرہنوں کی فہرست,-1.8940610885620117
اس کا مشاہدہ شعاع اللہ علائی نے کیا تھا۔,-3.576054890950521
اور اس کی ہر تخلیق کے پیچھے حکمت ہے۔,-2.230204052395291
آپ کا نام شمس الدین محمد سبزواری ہے جبکہ لقب ہے۔,-3.02596733786843
پرل ایئر مندرجہ ذیل مقامات پر پروازوں کا اردہ رکھتی تھی:,-3.878212321888317
قمر رئیس اردو کے نامور محقق اور ترقی پسند ادیب ہیں۔,-2.0185293717817827
ساتویں صدی عیسوی کے چاند گرہنوں کی فہرست,-1.8115460872650146
مختلف سبک ھائی شعر فارسی درجہ ذیل ہیں۔,-4.236285209655762
انھیں کمرے کی بوسیدہ چھتوں سے ڈر نہیں لگتا,-3.0174458821614585
رسالہ سارنگادھرا میں ان کی تصانیف شایع ہونے لگیں۔,-3.939178466796875
مثلا کتوں میں بلڈاگ، کیکڑوں میں ٹیریٹامون ابصارم، وغیرہ۔,-5.192619323730469
ایلچی نے کہا کہ آپ میرے ساتھ ابرھہ کے پاس چلیں۔,-3.3387121720747515
اور رفتہ رفتہ یہ اسلوب تمام ملک پر چھا گیا۔,-3.014272117614746
ان میں سے تین نمائندہ واقعات کی تفاصیل درج ذیل ہے۔,-2.4624290466308594
نے انہیں قاہرہ کے ثقافتی حلقے میں متعارف کرایا۔,-3.2812313503689237
تیسرا خالص وادی سندھ کے رنگ دھنگ ہیں۔,-3.735063314437866
بھنگرو پانی سے زراعت کا نیا طریقہ ہے۔,-3.73301362991333
متن میں مذکور الفاظ سنن نسائی کے ہیں,-3.1403450965881348
محمد صغر بن علی میدان کربلا میں شہید ہوئے,-2.8415033552381725
الکافی فی فقہ ابو عمر عاصم النمری کی تصنیف,-4.584863450792101
اور ٹی وی پروڈکشن کے سرٹیفکٹ کورس کیے۔,-4.185278415679932
اور ان کے بہتے بھاشن میں کچھ چمچے ہاتھ بھی گے,-3.2449018304998223
اب میں شاید ہی کوئی برہما کی پوجا کرتا ہو۔,-2.131770706176758
سر صغیر نیشنل بینک کا ڈائریکٹر اور پتھروں کا شوقین۔,-3.676157760620117
بات کرتے ہوئے شہادت کی انگلی سے اشارہ کرنے کے عادی۔,-2.683015303178267
خوبی میں گل رخاں سوں ممتاز ہے سراپا,-4.143837928771973
"""جوتیاں مار کر نکالو """"موئے"""" کتے کے منہ پر خاک """"ڈالو""",-4.254216627641157
اسی طرح ضمنی کرداروں میں اسفندیار، منوا، عورت، سہیلیاں,-4.148011949327257
اس ضمن میں رہنما اصولوں کو قانونی تحفظ دیا گیا ہے۔,-2.202727577903054
چینی فلکیات میں دمدار سیاروں کو بہت اہمیت حاصل رہی ہے۔,-3.1122512817382812
کل رات ہجر یار میں رویا میں اس قدر,-2.4992730882432728
اور آپنے اعلی کردار کی وجہ سے بہت مشہور ہوئیں۔,-3.03270263671875
نئے کردار ہیں ہم لوگ اگلی داستانوں کے,-3.1354281902313232
شوکت حسین رضوی اس فلم کے پروڈیوسر اور معاون ہدایتکار تھے۔,-3.305916179310192
لینا جومانی کا تعلق گجرات کے ایک مسلمان خاندان سے ہے۔,-3.1480948708274146
ابو نصر محمد بن عتبی ایک مشہور عرب مصنف ہے۔,-3.5611621856689455
پرنٹ میکنگ سونگ بادشاہت کے دوران پروان چڑھی۔,-2.761643409729004
بالاخر طبل جنگ بجے اور فوجیں آمنے سامنے ہوئیں۔,-2.263596852620443
عنایت خان نے بہترین انشاء پردازی وراثت میں پائی۔,-4.075216081407335
انہوں نے ایک سیاسی تحریک شروع کی جسے پرونزم کہا گیا۔,-2.925254128196023
وہ اخبار و آثار کے معانی و مطالب سے واقف تھے۔,-2.890086607499556
سلسلہ پاکستانی ایکٹر سلطان راہی فلم ڈاٹیلز ماپوپ اورج,-4.726458231608073
آپ کے جسم خاکی کو کربلا میں دفن کیا گیا۔,-2.652776908874512
کولس کو بہت زیادہ پانی کی ضرورت نہیں ہوتی۔,-3.2897877163357205
پوتا: علی اکبر میدان کربلا میں شہید ہوئے,-2.9662773609161377
گنتی میں اسے تین سو نوے بولا جاتا ہے۔,-1.3540392981635199
اسلامی لشکر بہت بہادری سے لڑ رہا تھا۔,-2.2222156524658203
جن سے ان کی کمپوزیشن کی مہارت کا احساس ہوتا ہے۔,-2.5572487224232066
مثلا وہ تین بچوں کا باپ بن گیا۔,-2.9280686378479004
تورکھو پاکستان کے ضلع چترال کی ایک تحصیل ہے-,-3.263256072998047
"""طالبہ عمارت کی چھت سے تصویر لیتے ہوئے گر """"گئی""""۔""",-3.526061248779297
اس نے گھریلو کرکٹ ہریانہ کے لیے کھیلا۔,-3.69248104095459
پاکستان ٹیلی وژن نیٹ ورک مندرجہ ذیل چینل نشر کرتا ہے۔,-2.5915803042325107
اس وقت متحدہ قومی موومنٹ مہاجر قومی موومنٹ کہلاتی تھی۔,-2.7038686752319334
جہاں وہ ٹورانٹو سٹار کے لیے رپورٹنگ کرتا رہا۔,-3.8444010416666665
