,Stim
436,کیا چمکتے دمکتے ستارے ہیں اردو محفل کے
437,گرا تو کوئی جزیرہ نہ تھا سمندر میں
438,واللہ مجھے نہیں موصول ہو سکی اب تک
439,جی اس کی ایک وجہ تو جینز ہیں
440,ایک مدت سے مری ماں نہیں سوئی تابش
441,میری خون جگر بنے مرہم دل و جان
442,یاد کرکے مجھے تکلیف ہی ہوتی ہو گی
443,آگئی نا پہچان اتنی جلدی شمشاد بھائی کی
444,اب کیا کر دیا ہے انکل میں نے
445,اور میں انتظار بھی شروع کر دیا ہے
446,غربت سعودی عرب میں بھی ڈیرے جمانے لگی
447,آیا تیرا سلام نہ آیا ہے خط کوئی
448,اب اس کا شکریہ میں ادا کرتا ہوں
449,ایسی ذلت کہ نہیں جس کا مداوا کوئی
450,نہیں ہوگا ناں بھیا کل بھی کھائی تھی
451,عاصم انہیں سکھلا دو ابھی دھوپ میں چلنا
452,قیصرانی ، پیر بوقت 12 : 17 شام
453,عجیب خواب تھا آنکھیں ہی لے گیا میری
454,کہ ہم نے پتھروں میں عمر کاٹی تھی
455,انہیں کی سالگرہ کے لئے ہے یہ توقیر
456,یہ کیسی باتیں شروع ہوگئی ہیں یہاں پر
457,اللہ سب پر پنا رحم نازل فرمائے آمین
458,میرے محبوب کی بس یہ ہی پہچان ہے
459,ہو چاہے اک زمانہ کسی رہنما کے ساتھ
460,مگر میں نے تو سنا تھا رضوان کہ
461,تم تو وفا کی بندشیں توڑے چلے گئے
462,کو بہ کو پھیل گئی بات شناسائی کی
463,ایک تیلی لڑکا جو تیل بیچ رہا تھا
464,بولا اگر تو قند مکرر ہوے وہ لب
465,خزاں کے دور میں میرا درخت پھل جائے
466,فوج کی تباہی کا منصوبہ - 2،549 بار
467,پاکستان میں لڑکیوں کی تعلیم کے لیے جنگ
468,سید عاطف علی ، اکتوبر 21 ، 2013
469,لیں میں تو آگئی پر آپ کہاں ہے
470,چلیے اب رہنے دیں میں بھی انسان ہوں
471,یہ بھی کوئی پوچھنے والی بات ہے بھیا
472,اب کسی شام کو راتوں میں نہیں بھٹکانا
473,ویسے بھیا کو جرمانہ کر لو چاہو تو
474,آئی لو یو سو مچ پیاری امی جی
475,ان کو ہی کوئی مشورہ دیتی رہا کرو
476,کونین کی تعمیر میں مصروف ہے دن رات
477,ازل سے میری ادھوری سی داستاں کے لیے
478,اب وہ عشق و محبت کی رسمیں نہیں
479,پولیس کے مطابق آصف فلور ملز میں ۔
480,ایک نیا موجد + ایک نیا منصوبہ ایجاد
481,آدمی جو کہتا ہے آدمی جو سنتا ہے
482,خوشی خوشی سے مرے ساتھ تو چلے موسم
483,ہم جنس اگر ملے نہ کوئی آسمان پر
484,21 تا 26 از 26 لڑیوں کی نمائش
485,ہمسفر کی تلاش میں تھک گیا اس قدر
486,پھر تری بے زبانی سے ڈر رہا ہے
487,اظہار کرنے بیٹھوں تو کب بات ختم ہو
488,ویسے کتنے عرصے کی محنت ہے فاتح صاحب
489,آج ہی کھائی ہے مفت کے مال سے
490,خالد عمر اپنے بلاگ پر اس بارے میں
491,سب کام سہی طرح سے ہو گیا ہے
492,ہالی وڈ : آسکر ایوارڈز کی تیاریاں مکمل
493,گنگا میلی ہو چکی اب جمنا دیکھا کرو
494,رات کو تمہیں بھی کرتی ہوں میرا بچہ
495,بہت ڈھونڈا تو تب جا کر تمھیں پایا
496,منتخب مضمون کے معیارات پر پورا نہیں اترتا
497,لیکن آپکا نشاندہی کا طریقہ مناسب نہیں تھا
498,یہ رہی جی بی یو پر میری پوسٹ
499,ہم سب جانتے ہیں ان کے بارے میں
500,نہیں عمران جس کو علم کچھ انجام کا
501,ترا علاج نذر کے سوا کچھ بھی نہیں
502,581 تا 600 از 685 لڑیوں کی نمائش
503,چند آزمودہ اور بے ضرر گھریلو طبی نسخے
504,آہا اب آئے نہ وارث بھائی میدان میں
505,آجکل تو جاوید چودھری کمال کر رہا ہے
506,مت پوچھ کتنے ضبط کے موسم بسر کئے
507,مملکت نام پہ اسلام کے حاصل جو ہوئی
508,تو بہاروں کا ہے عنوان تجھے چاہوں گا
509,ڈاکٹروں کی ہڑتال پر حکم امتناع سے انکار
510,کیوں کہ مجھے کسی سے جاگیر نہیں درکار
511,آتش دان کا بت صفحہ 86 - 87
512,زوال بندہ مومن کا بے زری سے نہیں
513,بہت شکریہ فرحت کیانی اور امید اور محبت
514,پولیس مطمئن کرے تبھی تعاون ہوگا : جرگہ
515,سن کہ اب مخلوق تجھ سے خوش نہیں
516,اس کا جواب آیات میں دیا گیا ہے
517,کہ اپنوں ہی کے دل سے دربدر تھے
518,کان کھینچ کھینچ کر لمبے کرنے ہیں بس
519,ابھی تو میں گھر جا رہی ہوں ناں
520,نگاہ ہم اٹھاتے ہیں جس سمت کو بھی
521,جس چیز کو زندگی کا دیتے ہیں لقب
522,ان کا یہ شعر تو ضرب المثل ہے
523,دونوں عالم کی عبادت ہیچ جس کے سامنے
524,سن صدائیں دے رہی ہے منزل پیار کی
525,جی جی آپ سب کا بہت بہت شکریہ
526,201 تا 220 از 1،105 لڑیوں کی نمائش
527,حاضر ہے چاہے جو کوئی نعمت فقیر کی
528,جیہ ، پیر بوقت 6 : 00 شام
529,ان کا تذکرہ ہم سے رجوع کرنے پر
530,ہم جانتے ہیں اس کا محرک کیا ہے
531,یاسر عمران مرزا ، فروری 17 ، 2009
532,1 امام اعظم ابو حنیفہ رضی اللہ عنہ
533,فرخ السلام و علیکم و رحمتہ اللہ :
534,پتہ نہیں کیا بات چیت ہورہی ہے یہاں
535,میں تو یہاں ہوں آپ اب کہاں ھیں
536,سارے دکھوں کا بوجھ بھلانے کو جی کرے
537,آنسوئوں کا ظالم پہ کچھ اثر نہیں ہوگا
538,اس کا دامن کسی اجنبی نے نہیں دیکھا
539,دل ہی دل میں وہ خفا ہو جیسے
540,مگر آپ کا جواب زیادہ مزے کا ہے
541,آپ صلی اللہ علیہ و سلم نے فرمایا
542,1 - آج کل لاھور پایا جاتا ہوں
543,تیز ہے دریائے دل اپنی روانی میں بہت
544,کہا سب نے قول آج تک کوئی تیرا
545,سایہ ہوا سے پوچھ رہا تھا کدھر گیا
546,پھر اداسی بھی لگائے ہوئے پر آتی ہے
547,بات کو ایک وضاحت سے شروع کر ۔
548,آپ نے تو فون نمبر بھی نہیں بتایا
549,میرے پہلو میں سب کے سب اچھے ہیں
550,نہیں اب اتنا جھوٹ تو نہ بولیں نہ
551,پر جوگی دے حاجی تے ٹھنڈ اے ۔
552,قیامت پھر رہی ہے تیری مستانہ نگاہوں میں
553,اس میں بریک کی اجازت نہیں ہے محسن
554,تو کیا یہ شادی ہوئی یا خانہ بربادی
555,یہ جوانی تو عجب سر پہ قیامت لائی
556,بہت بہت شکریہ آپ کی محبت کا بھائی
557,شگفتہ بہن آج کا اسکور کچھ یوں رہا
558,عیسوی میں چین کو سوئی نے متحد کیا
559,پانی کے دو گھونٹ چڑھا کر رقص کیا
560,اچھا مجھے تو کافی مہنگا لگ رہا ہے
561,اس کمپنی کے حصص شیئر بھی اسٹاک ایکس
562,ہائے لگتا ہے مجھے سب بھول گئے ہیں
563,سب کو اک روز وہ سلا دے گا
564,بہت شکریہ ۔ ہم منتظر رہیں گے ۔
565,چیمپئنز ٹرافی کے لیے بھارتی ٹیم کا اعلان
566,کہ تین تین حصہ دار پہنچ گئے ہیں
567,باب نمبر 2 مانعین کے دلائل کا تجزیہ
568,وہ تو لمحوں کی پرستار بنی بیٹھی ہے
569,مارا ہے ایسا منہ پہ طمانچہ حسین نے
570,البتہ مقصد اصل کہانی والا ہی رکھا ہے
571,کرتے ہو داغ دور سے مئے خانے سلام
572,یہ تو بالکل پھیکے پٹ کباب بنیں گے
573,اول اول کا عشق بھی یاد ہے فراز
574,دفع ہو رات ہمارا تو یار ہے سورج
575,رتبہ سے تنزل کرے تو ظل ہما ہو
576,میرے مزاج تو آج ٹھکانے لگنے والے ہیں
577,وہ خوب جانتا ہے میرا سوال کیا ہے
578,ایک لمحے کو مجھے اپنا زمانہ دے دے
579,بیوی کا دف اولاد سے مارا جاتا ہے
580,عدم کی گرد میں نہاں ہے کاروان زندگی
581,نئے ستارے کے آس پاس بنتے بگڑتے دن
582,جلسہ کرکے دعا ئیں دوں گی میں تو
583,میں اللہ سے بس یہ دعا مانگتا ہوں
584,161 تا 180 از 421 لڑیوں کی نمائش
585,اللہ بخشے میڈم نور جہاں فرمایا کرتی تھیں
586,روشن ظفر ہے ان کی تقدیر کا ستارا
587,محمد بلال اعظم ، جنوری 18 ، 2013
588,آغوش میں مسلم کے وہ دلبر نظر آئے
589,کیا ہی گہر ائی کا حامل کلام ہے
590,ہم کوے کو ایسے ہی برا کہتے تھے
591,فخر کس چیز کا ہے ان کے تئیں
592,شریعت کیوں گریباں گیر ہو ذوق تکلم کی
593,سب کی معراج نمازوں میں ہے پنہاں شاکر
594,اک اور شاعر نے کچھ ایسے کہا کہ
595,یاد رکھنا تو ساغر کی اس بات کو
596,عجب نہیں کہ خدا تک تری رسائی ہو
597,کر دیا تقدیر نے باطل فسانہ شوق کا
598,اکثر اس زبان کو میمن لوگ بولتے ہیں
599,لیکن میں بیماری میں بھی لڑ سکتا ہوں
600,محبت نے جھکایا ہے سر اچھے اچھوں کا
601,""""""" اپنا شعار کسی کا یہ قول ہے"""
602,اصل نام رضا خان سپاہی کے بیٹے تھے
603,وجود زن سے ہے تصویر کائنات میں رنگ
604,ہماری تو بڑی دیر سے یہ حسرت ہے
605,شاید کسی لکیر میں لکھا ہو میرا نام
606,سو تری چارہ گری کیا مری بیماری کیا
607,اس پرت میں قطبی اشفاق بھی دیکھتے ہیں
608,آپ کی تو پھر سن لیں گے سب
609,"""سائنس اور سوشل سائنسز """" جاہلانہ علمیت """""""
610,ایک مشکل سی بہر طور بنی ہوتی ہے
611,تیرے بہتے ہوئے اشکوں کو ادا سمجھے گا
612,محمد بلال خان ، جنوری 8 ، 2013
613,ساتھ بھی گانا بھی تو گا رہی تھی
614,قباحت کیا ہے آپ کا نام لینے میں
615,وہی تھا میں وہی صحرائے آرزو کے سراب
616,تعبیر یہ لیں یک نہ شد دو شد
617,لیکن چائے تو باہر بھی مل جاتی ہے
618,وہ تو پھر دوسروں پہ اثر ہوگا نا
619,میں آپ سے کیوں ناراض ہونے لگا بھلا
620,ہی ہی ہی ہی ہی ہی ہی بھیا
621,کہتے نہیں لیکن کر تو سکتے ہیں نہ
622,وعلیکم السلام سارہ کیا حال ہیں آپ کے
623,تو یہ ہوئی وجہ فضا کی بہتری کی
624,خلل پذیر بود ہر بنا کہ مے بینی
625,عروج پر ہے مرا درد ان دنوں ناصر
626,یا شاید مجھے اس کا طریقہ نہیں آتا
627,چند لڑکیوں کے پیچھے دس دس ہزار لڑکے
628,نہیں نگاہوں میں منزل تو جستجو ہی سہی
629,جلا دین نے پائی ان کے بیاں سے
630,انتظار میں کانپتے ہوئے ہاتھوں کو دیکھا ۔
631,معاشرے میں خواتین و حضرات کا مساوی مقام
632,زندگی کا نہیں اتنا فارغ ٹائم ہونے کا
633,چلو دلدار چلو چاند کے پار پر تبصرے
634,بہر حال دہریت بھی ایک بہانہ ہوتی ہے
635,پر وصل سے بیزاری ہونے والی با ۔
636,رہتا سخن سے نام قیامت تلک ہے ذوق
637,باقی چاہے جتنی ہی خامیاں ہیں ہم میں
638,اور وہ بھی دونوں بلکہ چاروں طرف سے
639,فیصل عظیم فیصل ، فروری 9 ، 2010
640,تم رہو خوش ہم تو اپنے گھر چلے
641,مجھے دو بندیوں سے ملکر بہت اچھا لگا
642,ایک گزارش ہم نے بھی کر رکھی ہے
643,ہاں یہ تو آپ نے بلکل ٹھیک کہا
644,یا رسول اللہ صلی اللہ علیہ وآلہ وسلم
645,حضرت کی صداقت کی عالم نے گواہی دی
646,میں محفل کا دوسرا امیر ترین انسان ہوں
647,غم نے کی یاں سے رخش کو مہمیز
648,ملکان کی مجموعی آبادی افراد پر مشتمل ہے
649,جس کا توڑ خلق ہی نہیں کیا گیا
650,رات درویش کی تربت پہ تھے گریاں تارے
651,وہ بات کہتے کیوں ہو جو کرتے نہیں
652,5،621 تا 5،640 از 7،317 لڑیوں کی نمائش
653,کنڑ : پاکستان اور افغان طالبان میں جھڑپ
654,کوئی ہم میں سے رہ گیا ہے کہیں
655,کیا کہیں آپ سے قول ہارے ہیں کیوں
656,سارے کیے کرائے پر پانی پھر جاتا ہے
657,نگران حکومت اٹھارہ مارچ کے بعد : کائرہ
658,اس لئے صفائی کی طرف زیادہ رجحان تھا
